First name,Last name,Uni ID,Institution,Department,Email address,Groups,Assignment: Assignment 1 (SQL): Marks and Feedback (Real),Assignment: Assignment 2 (Database Theory): Marks and Feedback (Real),Quiz: NoSQL Test (Real),Total marks for quizzes (Real),Lab activities (Lab 1-8) (Real),Final Exam (Real),"Quiz: Quiz for Week 2 (deadline: 11:59pm, Aug 1, Tuesday) (Real)","Quiz: Quiz for Week 3 (deadline 23:59, August 8, Tuesday) (Real)","Quiz: Quiz for Week 4 (deadline: 11:59pm, August 15, Tuesday) (Real)","Quiz: Quiz for Week 5 (deadline: 11:59pm, 22 August, Tuesday) (Real)","Quiz: Quiz for Week 6 (deadline: 11:59pm, 29 August, Tuesday) (Real)","Quiz: Quiz for Week 7 (deadline: 11:59pm, 19 September, Tuesday) (Real)","Quiz: Quiz for Week 8 (deadline 11:59pm, 26 September, Tuesday) (Real)","Quiz: Quiz for Week 9 (deadline: 23:59, 3 October, Tuesday) (Real)","Quiz: Quiz for Week 10 (deadline: 11:59pm, October 10, Tuesday) (Real)","Quiz: Quiz for Week 11 (deadline: 11:59pm, 17 October, Tuesday) (Real)",Attendance: Lab Engagement (Real),Attendance: Lab 8 Engagement (Real),Quiz: DA/PX Exam (Real),Course total (Real),Last downloaded from this course
WWGKUV,QFKKLW,u2400089,,,u2400089@anu.edu.au,[MyTT] LecB/01 (Classes 7460/7511);[MyTT] ComA/25 (Classes 7460/7511);Lab 8 Option 3 (02) Mon Oct 16 16:00 - 18:00 (HN 1.24),-,-,-,-,-,-,0.4,0.4,0.4,-,-,-,-,-,-,-,100,-,-,-,1710372713
GYRYXW,GBCSTX,u2400090,,,u2400090@anu.edu.au,[MyTT] ComA/09 (Classes 7460/7511);[MyTT] LecB/01 (Classes 7460/7511);Lab 8 Option 2 (02) Mon Oct 16 12:00 - 14:00 (HN 1.24),-,-,-,-,-,-,0.5,0.6,0.5,-,-,-,-,-,-,-,100.4,-,-,-,1710372713
QRLRTB,PMDMIA,u2400091,,,u2400091@anu.edu.au,[MyTT] ComA/10 (Classes 7460/7511);[MyTT] LecB/01 (Classes 7460/7511);Lab 8 Option 2 (01) Tue Oct 10 8:00 - 10:00 (CSIT N115/N116),-,-,-,-,-,-,0.6,0.6,0.6,-,-,-,-,-,-,-,116.5,-,-,-,1710372713
HOFMVF,HWRXUR,u2400092,,,u2400092@anu.edu.au,[MyTT] ComA/09 (Classes 7460/7511);[MyTT] LecB/01 (Classes 7460/7511),-,-,-,-,-,-,0.5,0.5,0.4,-,-,-,-,-,-,-,115.8,-,-,-,1710372713
IHPLYV,DFBHEW,u2400093,,,u2400093@anu.edu.au,[MyTT] ComA/18 (Classes 7460/7511);[MyTT] LecB/01 (Classes 7460/7511),-,-,-,-,-,-,0.3,0.6,0.3,-,-,-,-,-,-,-,117.3,-,-,-,1710372713
ZGRWAN,LSHDDZ,u2400094,,,u2400094@anu.edu.au,[MyTT] LecB/01 (Classes 7460/7511);[MyTT] ComA/21 (Classes 7460/7511),-,-,-,-,-,-,0.4,0.5,0.4,-,-,-,-,-,-,-,101.6,-,-,-,1710372713
TWJLIZ,IFETFF,u2400095,,,u2400095@anu.edu.au,[MyTT] ComA/19 (Classes 7460/7511);[MyTT] LecB/01 (Classes 7460/7511),-,-,-,-,-,-,0.5,0.6,0.5,-,-,-,-,-,-,-,111.3,-,-,-,1710372713
UDBTXU,EKLQNI,u2400096,,,u2400096@anu.edu.au,[MyTT] ComA/13 (Classes 7460/7511);[MyTT] LecB/01 (Classes 7460/7511),-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,1710372713
DWUCHM,VQDTJI,u2400097,,,u2400097@anu.edu.au,[MyTT] ComA/01 (Classes 7460/7511);[MyTT] LecB/01 (Classes 7460/7511),-,-,-,-,-,-,0.5,0.5,0.4,-,-,-,-,-,-,-,115.3,-,-,-,1710372713
KPFTDI,BVFFRF,u2400098,,,u2400098@anu.edu.au,[MyTT] ComA/04 (Classes 7460/7511);[MyTT] LecB/01 (Classes 7460/7511),-,-,-,-,-,-,0.6,0.6,0.5,-,-,-,-,-,-,-,101.8,-,-,-,1710372713
UVBQXJ,EDSRCE,u2400099,Research School of Biology,,u2400099@anu.edu.au,[MyTT] ComA/05 (Classes 7460/7511);[MyTT] LecB/01 (Classes 7460/7511),-,-,-,-,-,-,0.4,0.4,-,-,-,-,-,-,-,-,117.2,-,-,-,1710372713
GOLUWS,JJLDSE,u2400100,,,u2400100@anu.edu.au,[MyTT] ComA/04 (Classes 7460/7511);[MyTT] LecB/01 (Classes 7460/7511),-,-,-,-,-,-,0.4,0.4,0.4,-,-,-,-,-,-,-,107.9,-,-,-,1710372713
ZYOIMV,GSUTAN,u2400101,,,u2400101@anu.edu.au,[MyTT] ComA/12 (Classes 7460/7511);[MyTT] LecB/01 (Classes 7460/7511),-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,114.3,-,-,-,1710372713
XMBMTC,VYFJGA,u2400102,,,u2400102@anu.edu.au,[MyTT] ComA/25 (Classes 7460/7511);[MyTT] LecB/01 (Classes 7460/7511),-,-,-,-,-,-,0.6,0.6,0.6,-,-,-,-,-,-,-,102.6,-,-,-,1710372713
LTUCTS,NHAPKD,u2400103,,,u2400103@anu.edu.au,[MyTT] LecB/01 (Classes 7460/7511);[MyTT] ComA/23 (Classes 7460/7511),-,-,-,-,-,-,0.4,0.5,-,-,-,-,-,-,-,-,109.4,-,-,-,1710372713
IMIDIC,PWJDYO,u2400104,,,u2400104@anu.edu.au,[MyTT] ComA/02 (Classes 7460/7511);[MyTT] LecB/01 (Classes 7460/7511);Lab 8 Option 3 (02) Mon Oct 16 16:00 - 18:00 (HN 1.24),-,-,-,-,-,-,0.5,0.6,0.4,-,-,-,-,-,-,-,119.9,-,-,-,1710372713
AGIYTJ,TTAJNH,u2400105,,,u2400105@anu.edu.au,[MyTT] ComA/04 (Classes 7460/7511);[MyTT] LecB/01 (Classes 7460/7511),-,-,-,-,-,-,0.6,0.6,0.5,-,-,-,-,-,-,-,101.2,-,-,-,1710372713
JRLMCS,CJHHWL,u2400106,,,u2400106@anu.edu.au,[MyTT] LecB/01 (Classes 7460/7511);[MyTT] ComA/24 (Classes 7460/7511),-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,1710372713
THZFIR,FGRXRW,u2400107,,,u2400107@anu.edu.au,[MyTT] LecB/01 (Classes 7460/7511);[MyTT] ComA/22 (Classes 7460/7511),-,-,-,-,-,-,0.4,-,0.4,-,-,-,-,-,-,-,103,-,-,-,1710372713
CGXWTN,BHLVZG,u2400108,,,u2400108@anu.edu.au,[MyTT] ComA/10 (Classes 7460/7511);[MyTT] LecB/01 (Classes 7460/7511),-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,1710372713
MNRXMW,XXQHHF,u2400109,,,u2400109@anu.edu.au,[MyTT] ComA/11 (Classes 7460/7511);[MyTT] LecB/01 (Classes 7460/7511),-,-,-,-,-,-,-,0.4,0.3,-,-,-,-,-,-,-,105.1,-,-,-,1710372713
QVYGCU,PCSJAG,u2400110,,,u2400110@anu.edu.au,[MyTT] ComA/04 (Classes 7460/7511);[MyTT] LecB/01 (Classes 7460/7511),-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,1710372713
HBHSHT,SUHPRD,u2400111,,,u2400111@anu.edu.au,[MyTT] ComA/16 (Classes 7460/7511);[MyTT] LecB/01 (Classes 7460/7511),-,-,-,-,-,-,0.5,0.4,0.4,-,-,-,-,-,-,-,117.1,-,-,-,1710372714
ZZAPYL,TNYHZB,u2400112,,,u2400112@anu.edu.au,[MyTT] ComA/20 (Classes 7460/7511);[MyTT] LecB/01 (Classes 7460/7511),-,-,-,-,-,-,0.5,0.5,0.4,-,-,-,-,-,-,-,116.4,-,-,-,1710372714
WQGLQT,HIUGHI,u2400113,,,u2400113@anu.edu.au,[MyTT] ComA/20 (Classes 7460/7511);[MyTT] LecB/01 (Classes 7460/7511);Supplementary and Deferred Exam,-,-,-,-,-,-,0.4,0.6,0.3,-,-,-,-,-,-,-,108.2,-,-,-,1710372714
MPAXTZ,HKKVHH,u2400114,,,u2400114@anu.edu.au,[MyTT] LecB/01 (Classes 7460/7511);[MyTT] ComA/25 (Classes 7460/7511);Supplementary and Deferred Exam,-,-,-,-,-,-,0.5,0.6,0.5,-,-,-,-,-,-,-,101.4,-,-,-,1710372714
XWTIPW,JYMNZN,u2400115,,,u2400115@anu.edu.au,[MyTT] ComA/03 (Classes 7460/7511);[MyTT] LecB/01 (Classes 7460/7511);Lab 8 Option 2 (01) Tue Oct 10 8:00 - 10:00 (CSIT N115/N116),-,-,-,-,-,-,0.3,0.4,0.6,-,-,-,-,-,-,-,110.9,-,-,-,1710372714
JXEPKK,XATZUE,u2400116,,,u2400116@anu.edu.au,[MyTT] LecB/01 (Classes 7460/7511);[MyTT] ComA/21 (Classes 7460/7511),-,-,-,-,-,-,-,0.6,0.3,-,-,-,-,-,-,-,0,-,-,-,1710372714
YNLKQZ,JARFMG,u2400117,,,u2400117@anu.edu.au,[MyTT] ComA/03 (Classes 7460/7511);[MyTT] LecB/01 (Classes 7460/7511);Lab 8 Option 1 (02) Mon Oct 16 14:00 - 16:00 (HN 1.24);Lab 8 Option 2 (02) Mon Oct 16 12:00 - 14:00 (HN 1.24),-,-,-,-,-,-,0.3,0.4,-,-,-,-,-,-,-,-,115,-,-,-,1710372714
HLQVHW,VVVRQH,u2400118,,,u2400118@anu.edu.au,[MyTT] ComA/12 (Classes 7460/7511);[MyTT] LecB/01 (Classes 7460/7511),-,-,-,-,-,-,0.6,0.6,0.5,-,-,-,-,-,-,-,117.7,-,-,-,1710372714
YXNFAH,LMBAYV,u2400119,,,u2400119@anu.edu.au,[MyTT] ComA/16 (Classes 7460/7511);[MyTT] LecB/01 (Classes 7460/7511),-,-,-,-,-,-,0.4,0.5,0.5,-,-,-,-,-,-,-,117.1,-,-,-,1710372714
CZVNLW,CPBWVO,u2400120,,,u2400120@anu.edu.au,[MyTT] ComA/04 (Classes 7460/7511);[MyTT] LecB/01 (Classes 7460/7511);Lab 8 Option 1 (02) Mon Oct 16 14:00 - 16:00 (HN 1.24),-,-,-,-,-,-,0.6,0.5,0.4,-,-,-,-,-,-,-,120,-,-,-,1710372714
YHYXAY,AXTMQM,u2400121,,,u2400121@anu.edu.au,[MyTT] ComA/14 (Classes 7460/7511);[MyTT] LecB/01 (Classes 7460/7511),-,-,-,-,-,-,0.4,0.5,-,-,-,-,-,-,-,-,108.6,-,-,-,1710372714
SYFRAG,ZGTCVG,u2400122,,,u2400122@anu.edu.au,[MyTT] ComA/05 (Classes 7460/7511);[MyTT] LecB/01 (Classes 7460/7511);Lab 8 Option 1 (02) Mon Oct 16 14:00 - 16:00 (HN 1.24),-,-,-,-,-,-,0.5,0.6,0.5,-,-,-,-,-,-,-,104.4,-,-,-,1710372714
GUJQNZ,OCYJGM,u2400123,,,u2400123@anu.edu.au,[MyTT] ComA/10 (Classes 7460/7511);[MyTT] LecB/01 (Classes 7460/7511),-,-,-,-,-,-,0.4,-,0.5,-,-,-,-,-,-,-,112.7,-,-,-,1710372714
GMAAUA,KJTDVT,u2400124,,,u2400124@anu.edu.au,[MyTT] ComA/13 (Classes 7460/7511);[MyTT] LecB/01 (Classes 7460/7511),-,-,-,-,-,-,0.5,0.5,0.5,-,-,-,-,-,-,-,119,-,-,-,1710372714
GMHTMT,IQESDN,u2400125,,,u2400125@anu.edu.au,[MyTT] ComA/11 (Classes 7460/7511);[MyTT] LecB/01 (Classes 7460/7511),-,-,-,-,-,-,0.5,0.6,0.3,-,-,-,-,-,-,-,118.1,-,-,-,1710372714
JWCHKJ,QWKUIY,u2400126,,,u2400126@anu.edu.au,[MyTT] LecB/01 (Classes 7460/7511);[MyTT] ComA/23 (Classes 7460/7511),-,-,-,-,-,-,0.3,0.3,-,-,-,-,-,-,-,-,119.3,-,-,-,1710372714
VQMZAI,DRIIGP,u2400127,,,u2400127@anu.edu.au,[MyTT] ComA/06 (Classes 7460/7511);[MyTT] LecB/01 (Classes 7460/7511),-,-,-,-,-,-,-,-,0.3,-,-,-,-,-,-,-,106.5,-,-,-,1710372714
IWKFFM,VOMXUZ,u2400128,,,u2400128@anu.edu.au,[MyTT] ComA/15 (Classes 7460/7511);[MyTT] LecB/01 (Classes 7460/7511),-,-,-,-,-,-,0.4,0.6,0.4,-,-,-,-,-,-,-,-,-,-,-,1710372714
FVBDAP,YLXFZB,u2400129,,,u2400129@anu.edu.au,[MyTT] ComA/05 (Classes 7460/7511);[MyTT] LecB/01 (Classes 7460/7511),-,-,-,-,-,-,0.5,0.6,0.3,-,-,-,-,-,-,-,-,-,-,-,1710372714
SIKTHF,FAKEYV,u2400130,,,u2400130@anu.edu.au,[MyTT] LecB/01 (Classes 7460/7511);[MyTT] ComA/22 (Classes 7460/7511);Lab 8 Option 1 (01) Wed Oct 11 16:00 - 18:00 (CSIT N115/N116),-,-,-,-,-,-,0.2,0.4,0.6,-,-,-,-,-,-,-,107.3,-,-,-,1710372714
KJWFZK,TTTGQU,u2400131,,,u2400131@anu.edu.au,[MyTT] LecB/01 (Classes 7460/7511);[MyTT] ComA/24 (Classes 7460/7511);Lab 8 Option 1 (01) Wed Oct 11 16:00 - 18:00 (CSIT N115/N116),-,-,-,-,-,-,0.6,0.4,0.4,-,-,-,-,-,-,-,105.6,-,-,-,1710372714
AENTQZ,NMAGYR,u2400132,,,u2400132@anu.edu.au,[MyTT] ComA/03 (Classes 7460/7511);[MyTT] LecB/01 (Classes 7460/7511);Lab 8 Option 2 (02) Mon Oct 16 12:00 - 14:00 (HN 1.24),-,-,-,-,-,-,0.2,0.6,0.4,-,-,-,-,-,-,-,106.9,-,-,-,1710372714
FBEYVA,XHGVKZ,u2400133,,,u2400133@anu.edu.au,[MyTT] LecB/01 (Classes 7460/7511);[MyTT] ComA/25 (Classes 7460/7511),-,-,-,-,-,-,0.4,0.5,0.4,-,-,-,-,-,-,-,110.7,-,-,-,1710372714
KREJWT,VIMVYO,u2400134,,,u2400134@anu.edu.au,[MyTT] LecB/01 (Classes 7460/7511);[MyTT] ComA/22 (Classes 7460/7511),-,-,-,-,-,-,0.5,-,0.3,-,-,-,-,-,-,-,0,-,-,-,1710372714
EEOHMJ,FFFQGH,u2400135,,,u2400135@anu.edu.au,[MyTT] ComA/18 (Classes 7460/7511);[MyTT] LecB/01 (Classes 7460/7511),-,-,-,-,-,-,-,0.3,0.1,-,-,-,-,-,-,-,108.5,-,-,-,1710372714
PORMXC,ITKRRH,u2400136,,,u2400136@anu.edu.au,[MyTT] ComA/19 (Classes 7460/7511);[MyTT] LecB/01 (Classes 7460/7511),-,-,-,-,-,-,0.5,0.5,0.5,-,-,-,-,-,-,-,101.3,-,-,-,1710372714
WEOJQB,KDPENP,u2400137,,,u2400137@anu.edu.au,[MyTT] ComA/07 (Classes 7460/7511);[MyTT] LecB/01 (Classes 7460/7511);Supplementary and Deferred Exam,-,-,-,-,-,-,0.5,0.6,0.6,-,-,-,-,-,-,-,115.8,-,-,-,1710372714
NPPYFS,TQDLZX,u2400138,,,u2400138@anu.edu.au,[MyTT] LecB/01 (Classes 7460/7511);[MyTT] ComA/25 (Classes 7460/7511);Lab 8 Option 1 (02) Mon Oct 16 14:00 - 16:00 (HN 1.24),-,-,-,-,-,-,0.3,0.5,-,-,-,-,-,-,-,-,0,-,-,-,1710372714
UCBXPZ,YLONUT,u2400139,,,u2400139@anu.edu.au,[MyTT] ComA/15 (Classes 7460/7511);[MyTT] LecB/01 (Classes 7460/7511),-,-,-,-,-,-,0.5,0.5,0.4,-,-,-,-,-,-,-,113.9,-,-,-,1710372714
BFNTCU,VTBPLD,u2400140,,,u2400140@anu.edu.au,[MyTT] ComA/05 (Classes 7460/7511);[MyTT] LecB/01 (Classes 7460/7511);Lab 8 Option 3 (01) Thu Oct 12 18:00 - 20:00 (HN 1.24),-,-,-,-,-,-,0.4,0.6,0.5,-,-,-,-,-,-,-,119.3,-,-,-,1710372714
BCWFSN,NHPKWM,u2400141,,,u2400141@anu.edu.au,[MyTT] ComA/01 (Classes 7460/7511);[MyTT] LecB/01 (Classes 7460/7511);Lab 8 Option 2 (01) Tue Oct 10 8:00 - 10:00 (CSIT N115/N116),-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,1710372714
ZIDASQ,DNJLYB,u2400142,,,u2400142@anu.edu.au,[MyTT] LecB/01 (Classes 7460/7511);[MyTT] ComA/21 (Classes 7460/7511),-,-,-,-,-,-,0.5,0.5,0.4,-,-,-,-,-,-,-,-,-,-,-,1710372714
MJJBVU,UYNHJB,u2400143,,,u2400143@anu.edu.au,[MyTT] LecB/01 (Classes 7460/7511);[MyTT] ComA/21 (Classes 7460/7511),-,-,-,-,-,-,0.2,0.5,-,-,-,-,-,-,-,-,-,-,-,-,1710372714
EEYSCU,LBPLXV,u2400144,,,u2400144@anu.edu.au,[MyTT] ComA/04 (Classes 7460/7511);[MyTT] LecB/01 (Classes 7460/7511),-,-,-,-,-,-,0.2,-,-,-,-,-,-,-,-,-,101.6,-,-,-,1710372714
PGDAHS,JMZLKB,u2400145,,,u2400145@anu.edu.au,[MyTT] ComA/11 (Classes 7460/7511);[MyTT] LecB/01 (Classes 7460/7511),-,-,-,-,-,-,0.6,0.6,0.4,-,-,-,-,-,-,-,115.6,-,-,-,1710372714
ZCBPFI,MASOVB,u2400146,,,u2400146@anu.edu.au,[MyTT] ComA/09 (Classes 7460/7511);[MyTT] LecB/01 (Classes 7460/7511),-,-,-,-,-,-,-,0.5,0.4,-,-,-,-,-,-,-,104.7,-,-,-,1710372714
XOHDYW,EVGUIH,u2400147,,,u2400147@anu.edu.au,[MyTT] ComA/12 (Classes 7460/7511);[MyTT] LecB/01 (Classes 7460/7511),-,-,-,-,-,-,0.5,0.6,0.5,-,-,-,-,-,-,-,74.8,-,-,-,1710372714
VAPDIJ,MPWLTS,u2400148,,,u2400148@anu.edu.au,[MyTT] ComA/05 (Classes 7460/7511);[MyTT] LecB/01 (Classes 7460/7511),-,-,-,-,-,-,0.3,0.6,0.5,-,-,-,-,-,-,-,113.1,-,-,-,1710372714
WCZBIG,GQBGYH,u2400149,,,u2400149@anu.edu.au,[MyTT] ComA/07 (Classes 7460/7511);[MyTT] LecB/01 (Classes 7460/7511),-,-,-,-,-,-,0.3,0.6,0.3,-,-,-,-,-,-,-,112.9,-,-,-,1710372714
ISKOCB,VASAEH,u2400150,,,u2400150@anu.edu.au,[MyTT] ComA/05 (Classes 7460/7511);[MyTT] LecB/01 (Classes 7460/7511),-,-,-,-,-,-,0.5,-,-,-,-,-,-,-,-,-,-,-,-,-,1710372714
TAZRRI,QQABVA,u2400151,,,u2400151@anu.edu.au,[MyTT] ComA/11 (Classes 7460/7511);[MyTT] LecB/01 (Classes 7460/7511);Lab 8 Option 1 (01) Wed Oct 11 16:00 - 18:00 (CSIT N115/N116),-,-,-,-,-,-,0.5,0.5,0.6,-,-,-,-,-,-,-,109.3,-,-,-,1710372714
CCRBGP,EKLYUG,u2400152,,,u2400152@anu.edu.au,[MyTT] ComA/09 (Classes 7460/7511);[MyTT] LecB/01 (Classes 7460/7511),-,-,-,-,-,-,0.6,0.5,0.5,-,-,-,-,-,-,-,105.6,-,-,-,1710372714
AUGOHG,IZPURC,u2400153,,,u2400153@anu.edu.au,[MyTT] ComA/01 (Classes 7460/7511);[MyTT] LecB/01 (Classes 7460/7511);Lab 8 Option 2 (01) Tue Oct 10 8:00 - 10:00 (CSIT N115/N116),-,-,-,-,-,-,0.5,0.5,0.5,-,-,-,-,-,-,-,105.7,-,-,-,1710372714
NNKTKT,JRGGNT,u2400154,,,u2400154@anu.edu.au,[MyTT] ComA/16 (Classes 7460/7511);[MyTT] LecB/01 (Classes 7460/7511);Supplementary and Deferred Exam,-,-,-,-,-,-,0.5,0.5,0.5,-,-,-,-,-,-,-,116.2,-,-,-,1710372714
NDIHQE,FCWQXC,u2400155,,,u2400155@anu.edu.au,[MyTT] ComA/05 (Classes 7460/7511);[MyTT] LecB/01 (Classes 7460/7511),-,-,-,-,-,-,-,0.4,0.4,-,-,-,-,-,-,-,119,-,-,-,1710372714
MGYHTI,AXNKWJ,u2400156,,,u2400156@anu.edu.au,[MyTT] ComA/08 (Classes 7460/7511);[MyTT] LecB/01 (Classes 7460/7511),-,-,-,-,-,-,0.5,0.6,0.4,-,-,-,-,-,-,-,107.8,-,-,-,1710372714
PYQGPX,RJMFRA,u2400157,,,u2400157@anu.edu.au,[MyTT] ComA/13 (Classes 7460/7511);[MyTT] LecB/01 (Classes 7460/7511);Lab 8 Option 1 (01) Wed Oct 11 16:00 - 18:00 (CSIT N115/N116),-,-,-,-,-,-,0.5,0.6,0.5,-,-,-,-,-,-,-,100.8,-,-,-,1710372714
QNSHTF,JJGFYW,u2400158,,,u2400158@anu.edu.au,[MyTT] ComA/05 (Classes 7460/7511);[MyTT] LecB/01 (Classes 7460/7511),-,-,-,-,-,-,0.6,-,0.4,-,-,-,-,-,-,-,115.1,-,-,-,1710372714
RUPHEY,ISAJNW,u2400159,,,u2400159@anu.edu.au,[MyTT] LecB/01 (Classes 7460/7511);[MyTT] ComA/23 (Classes 7460/7511);Lab 8 Option 1 (02) Mon Oct 16 14:00 - 16:00 (HN 1.24),-,-,-,-,-,-,0.3,0.5,0.4,-,-,-,-,-,-,-,112.7,-,-,-,1710372714
CXUUUS,MTQQSY,u2400160,,,u2400160@anu.edu.au,[MyTT] ComA/08 (Classes 7460/7511);[MyTT] LecB/01 (Classes 7460/7511),-,-,-,-,-,-,0.5,0.5,0.5,-,-,-,-,-,-,-,102.9,-,-,-,1710372714
CSEZVQ,XOWYJA,u2400161,,,u2400161@anu.edu.au,[MyTT] ComA/08 (Classes 7460/7511);[MyTT] LecB/01 (Classes 7460/7511),-,-,-,-,-,-,-,-,0.4,-,-,-,-,-,-,-,118.3,-,-,-,1710372714
JWXGRG,AVRTQN,u2400162,,,u2400162@anu.edu.au,[MyTT] ComA/07 (Classes 7460/7511);[MyTT] LecB/01 (Classes 7460/7511),-,-,-,-,-,-,0.5,0.6,0.4,-,-,-,-,-,-,-,118.2,-,-,-,1710372714
NYYNGC,IJZYZS,u2400163,,,u2400163@anu.edu.au,[MyTT] ComA/05 (Classes 7460/7511);[MyTT] LecB/01 (Classes 7460/7511),-,-,-,-,-,-,0.3,0.3,0.5,-,-,-,-,-,-,-,109.8,-,-,-,1710372714
MHUNJQ,PDWGEB,u2400164,,,u2400164@anu.edu.au,[MyTT] LecB/01 (Classes 7460/7511);[MyTT] ComA/21 (Classes 7460/7511);Lab 8 Option 3 (01) Thu Oct 12 18:00 - 20:00 (HN 1.24),-,-,-,-,-,-,0.3,0.6,0.2,-,-,-,-,-,-,-,101.9,-,-,-,1710372714
HVQRGU,NDIGBN,u2400165,,,u2400165@anu.edu.au,[MyTT] ComA/15 (Classes 7460/7511);[MyTT] LecB/01 (Classes 7460/7511),-,-,-,-,-,-,0.5,0.4,-,-,-,-,-,-,-,-,105.4,-,-,-,1710372714
IPWPAX,VXNXXB,u2400166,,,u2400166@anu.edu.au,[MyTT] ComA/19 (Classes 7460/7511);[MyTT] LecB/01 (Classes 7460/7511);Lab 8 Option 2 (01) Tue Oct 10 8:00 - 10:00 (CSIT N115/N116),-,-,-,-,-,-,0.5,0.6,0.5,-,-,-,-,-,-,-,108.4,-,-,-,1710372714
YVAKKJ,JTHXVK,u2400167,,,u2400167@anu.edu.au,[MyTT] LecB/01 (Classes 7460/7511);[MyTT] ComA/23 (Classes 7460/7511);Lab 8 Option 1 (01) Wed Oct 11 16:00 - 18:00 (CSIT N115/N116),-,-,-,-,-,-,-,0.5,0.4,-,-,-,-,-,-,-,104.1,-,-,-,1710372714
PHEJWQ,QCWSWQ,u2400168,,,u2400168@anu.edu.au,[MyTT] ComA/03 (Classes 7460/7511);[MyTT] LecB/01 (Classes 7460/7511),-,-,-,-,-,-,0.3,0.6,0.4,-,-,-,-,-,-,-,118.6,-,-,-,1710372714
QPQYMN,QDEXXG,u2400169,,,u2400169@anu.edu.au,[MyTT] ComA/11 (Classes 7460/7511);[MyTT] LecB/01 (Classes 7460/7511),-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,0,-,-,-,1710372714
ZDFIGK,LEKODF,u2400170,,,u2400170@anu.edu.au,[MyTT] ComA/04 (Classes 7460/7511);[MyTT] LecB/01 (Classes 7460/7511),-,-,-,-,-,-,0.4,0.4,0.3,-,-,-,-,-,-,-,102.1,-,-,-,1710372714
DSJZEY,MAWJAI,u2400171,,,u2400171@anu.edu.au,[MyTT] ComA/10 (Classes 7460/7511);[MyTT] LecB/01 (Classes 7460/7511),-,-,-,-,-,-,0.6,0.5,-,-,-,-,-,-,-,-,113.2,-,-,-,1710372714
PVTNHY,HFRCSP,u2400172,,,u2400172@anu.edu.au,[MyTT] ComA/02 (Classes 7460/7511);[MyTT] LecB/01 (Classes 7460/7511);Lab 8 Option 3 (02) Mon Oct 16 16:00 - 18:00 (HN 1.24),-,-,-,-,-,-,0.5,0.6,0.5,-,-,-,-,-,-,-,100.8,-,-,-,1710372714
FGKQOJ,WFPGNL,u2400173,,,u2400173@anu.edu.au,[MyTT] ComA/04 (Classes 7460/7511);[MyTT] LecB/01 (Classes 7460/7511);Lab 8 Option 1 (02) Mon Oct 16 14:00 - 16:00 (HN 1.24),-,-,-,-,-,-,-,0.5,0.6,-,-,-,-,-,-,-,107.9,-,-,-,1710372714
IPVEJP,JWVVJP,u2400174,,,u2400174@anu.edu.au,[MyTT] LecB/01 (Classes 7460/7511);[MyTT] ComA/22 (Classes 7460/7511),-,-,-,-,-,-,0.5,0.4,0.4,-,-,-,-,-,-,-,112.4,-,-,-,1710372714
XCDJJX,LOENPF,u2400175,,,u2400175@anu.edu.au,[MyTT] LecB/01 (Classes 7460/7511);[MyTT] ComA/24 (Classes 7460/7511),-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,1710372714
MYWBKZ,SCTKFR,u2400176,,,u2400176@anu.edu.au,[MyTT] ComA/20 (Classes 7460/7511);[MyTT] LecB/01 (Classes 7460/7511);Lab 8 Option 2 (01) Tue Oct 10 8:00 - 10:00 (CSIT N115/N116),-,-,-,-,-,-,0.5,0.5,0.4,-,-,-,-,-,-,-,110,-,-,-,1710372714
XHJTYJ,MAZUFE,u2400177,,,u2400177@anu.edu.au,[MyTT] ComA/15 (Classes 7460/7511);[MyTT] LecB/01 (Classes 7460/7511),-,-,-,-,-,-,0.2,0.4,0.4,-,-,-,-,-,-,-,115.6,-,-,-,1710372714
EQTCPB,OEFNMR,u2400178,,,u2400178@anu.edu.au,[MyTT] ComA/09 (Classes 7460/7511);[MyTT] LecB/01 (Classes 7460/7511);Lab 8 Option 3 (01) Thu Oct 12 18:00 - 20:00 (HN 1.24),-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,1710372714
EBNFWJ,BRYEEA,u2400179,,,u2400179@anu.edu.au,[MyTT] ComA/08 (Classes 7460/7511);[MyTT] LecB/01 (Classes 7460/7511),-,-,-,-,-,-,0.6,0.5,0.4,-,-,-,-,-,-,-,115.8,-,-,-,1710372714
CJPZVA,LYCBYF,u2400180,,,u2400180@anu.edu.au,[MyTT] ComA/08 (Classes 7460/7511);Lab 8 Option 1 (01) Wed Oct 11 16:00 - 18:00 (CSIT N115/N116),-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,1710372714
